id,prompt,label,type,category,entity,relation,char_len,token_len,token_len_source
ctrlv3_0511,请回答：维苏威火山的所在山脉是什么？,0,known_controlled_v3,mountain,维苏威火山,所在山脉,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0512,请回答：泰晤士河的化学符号是什么？,1,unknown_controlled_v3,river,泰晤士河,化学符号,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0513,请回答：氯化钾的化学式是什么？,0,known_controlled_v3,chemical_compound,氯化钾,化学式,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0514,请回答：角速度的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,角速度,出生国家,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0515,请回答：雨果的国际单位是什么？,1,unknown_controlled_v3,person,雨果,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0516,请回答：Lua的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Lua,所在山脉,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0517,请回答：国际足联的化学式是什么？,1,unknown_controlled_v3,organization,国际足联,化学式,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0518,请回答：铜的化学符号是什么？,0,known_controlled_v3,element,铜,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0519,请回答：国际足联的总部所在地是什么？,0,known_controlled_v3,organization,国际足联,总部所在地,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0520,请回答：《西游记》的首都是什么？,1,unknown_controlled_v3,book,《西游记》,首都,16,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0521,请回答：叶尼塞河的主要流经大洲是什么？,0,known_controlled_v3,river,叶尼塞河,主要流经大洲,19,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0522,请回答：笛卡尔的出生国家是什么？,0,known_controlled_v3,person,笛卡尔,出生国家,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0523,请回答：铜的主要流经大洲是什么？,1,unknown_controlled_v3,element,铜,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0524,请回答：武夷山的主要设计者是什么？,1,unknown_controlled_v3,mountain,武夷山,主要设计者,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0525,请回答：世界自然基金会的总部所在地是什么？,0,known_controlled_v3,organization,世界自然基金会,总部所在地,21,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0526,请回答：尼日利亚的作者是什么？,1,unknown_controlled_v3,country,尼日利亚,作者,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0527,请回答：硼的化学符号是什么？,0,known_controlled_v3,element,硼,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0528,请回答：阿拉伯联盟的总部所在地是什么？,0,known_controlled_v3,organization,阿拉伯联盟,总部所在地,19,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0529,请回答：鄂毕河的主要流经大洲是什么？,0,known_controlled_v3,river,鄂毕河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0530,请回答：柏拉图的出生国家是什么？,0,known_controlled_v3,person,柏拉图,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0531,请回答：热量的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,热量,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0532,请回答：氧化铝的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氧化铝,总部所在地,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0533,请回答：喀喇昆仑山主峰的所在山脉是什么？,0,known_controlled_v3,mountain,喀喇昆仑山主峰,所在山脉,20,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0534,请回答：硫酸铜的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,硫酸铜,总部所在地,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0535,请回答：《围城》的首都是什么？,1,unknown_controlled_v3,book,《围城》,首都,15,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0536,请回答：塞纳河的化学符号是什么？,1,unknown_controlled_v3,river,塞纳河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0537,请回答：世界气象组织的总部所在地是什么？,0,known_controlled_v3,organization,世界气象组织,总部所在地,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0538,请回答：牛顿的国际单位是什么？,1,unknown_controlled_v3,person,牛顿,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0539,请回答：居里夫人的国际单位是什么？,1,unknown_controlled_v3,person,居里夫人,国际单位,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0540,请回答：氧化铝的化学式是什么？,0,known_controlled_v3,chemical_compound,氧化铝,化学式,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0541,请回答：拿破仑的国际单位是什么？,1,unknown_controlled_v3,person,拿破仑,国际单位,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0542,请回答：放射性活度的国际单位是什么？,0,known_controlled_v3,physical_quantity,放射性活度,国际单位,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0543,请回答：惠特尼山的主要设计者是什么？,1,unknown_controlled_v3,mountain,惠特尼山,主要设计者,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0544,请回答：阿空加瓜山的主要设计者是什么？,1,unknown_controlled_v3,mountain,阿空加瓜山,主要设计者,19,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0545,请回答：《家》的首都是什么？,1,unknown_controlled_v3,book,《家》,首都,14,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0546,请回答：峨眉山的主要设计者是什么？,1,unknown_controlled_v3,mountain,峨眉山,主要设计者,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0547,请回答：《哈姆雷特》的首都是什么？,1,unknown_controlled_v3,book,《哈姆雷特》,首都,17,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0548,请回答：额尔齐斯河的主要流经大洲是什么？,0,known_controlled_v3,river,额尔齐斯河,主要流经大洲,20,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0549,请回答：欧洲中央银行的化学式是什么？,1,unknown_controlled_v3,organization,欧洲中央银行,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0550,请回答：瑞士的首都是什么？,0,known_controlled_v3,country,瑞士,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0551,请回答：《边城》的首都是什么？,1,unknown_controlled_v3,book,《边城》,首都,15,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0552,请回答：世界贸易组织的总部所在地是什么？,0,known_controlled_v3,organization,世界贸易组织,总部所在地,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0553,请回答：莫扎特的出生国家是什么？,0,known_controlled_v3,person,莫扎特,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0554,请回答：氢的化学符号是什么？,0,known_controlled_v3,element,氢,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0555,请回答：《哈姆雷特》的作者是什么？,0,known_controlled_v3,book,《哈姆雷特》,作者,17,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0556,请回答：苏格拉底的国际单位是什么？,1,unknown_controlled_v3,person,苏格拉底,国际单位,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0557,请回答：氯化钠的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氯化钠,总部所在地,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0558,请回答：马卡鲁峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,马卡鲁峰,主要设计者,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0559,请回答：功的国际单位是什么？,0,known_controlled_v3,physical_quantity,功,国际单位,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0560,请回答：波兰的首都是什么？,0,known_controlled_v3,country,波兰,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0561,请回答：泰晤士河的主要流经大洲是什么？,0,known_controlled_v3,river,泰晤士河,主要流经大洲,19,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0562,请回答：氩的化学符号是什么？,0,known_controlled_v3,element,氩,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0563,请回答：莎士比亚的国际单位是什么？,1,unknown_controlled_v3,person,莎士比亚,国际单位,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0564,请回答：《童年》的首都是什么？,1,unknown_controlled_v3,book,《童年》,首都,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0565,请回答：柏拉图的国际单位是什么？,1,unknown_controlled_v3,person,柏拉图,国际单位,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0566,请回答：《复活》的作者是什么？,0,known_controlled_v3,book,《复活》,作者,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0567,请回答：奥林匹斯山的主要设计者是什么？,1,unknown_controlled_v3,mountain,奥林匹斯山,主要设计者,19,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0568,请回答：汞的化学符号是什么？,0,known_controlled_v3,element,汞,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0569,请回答：非洲联盟的总部所在地是什么？,0,known_controlled_v3,organization,非洲联盟,总部所在地,18,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0570,请回答：乙酸的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,乙酸,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0571,请回答：泰山的所在山脉是什么？,0,known_controlled_v3,mountain,泰山,所在山脉,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0572,请回答：碘的化学符号是什么？,0,known_controlled_v3,element,碘,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0573,请回答：阿尔卑斯山主峰的所在山脉是什么？,0,known_controlled_v3,mountain,阿尔卑斯山主峰,所在山脉,20,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0574,请回答：二氧化硫的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,二氧化硫,总部所在地,18,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0575,请回答：巴西的首都是什么？,0,known_controlled_v3,country,巴西,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0576,请回答：拉普拉塔河的主要流经大洲是什么？,0,known_controlled_v3,river,拉普拉塔河,主要流经大洲,20,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0577,请回答：电感的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,电感,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0578,请回答：阿拉伯联盟的化学式是什么？,1,unknown_controlled_v3,organization,阿拉伯联盟,化学式,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0579,请回答：电流的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,电流,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0580,请回答：奥林匹斯山的所在山脉是什么？,0,known_controlled_v3,mountain,奥林匹斯山,所在山脉,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0581,请回答：国际刑警组织的化学式是什么？,1,unknown_controlled_v3,organization,国际刑警组织,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0582,请回答：玉山的所在山脉是什么？,0,known_controlled_v3,mountain,玉山,所在山脉,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0583,请回答：意大利的作者是什么？,1,unknown_controlled_v3,country,意大利,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0584,请回答：Fortran的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Fortran,所在山脉,20,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0585,请回答：国际民航组织的总部所在地是什么？,0,known_controlled_v3,organization,国际民航组织,总部所在地,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0586,请回答：东盟的化学式是什么？,1,unknown_controlled_v3,organization,东盟,化学式,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0587,请回答：《复活》的首都是什么？,1,unknown_controlled_v3,book,《复活》,首都,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0588,请回答：葡萄牙的首都是什么？,0,known_controlled_v3,country,葡萄牙,首都,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0589,请回答：俄罗斯的首都是什么？,0,known_controlled_v3,country,俄罗斯,首都,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0590,请回答：电荷量的国际单位是什么？,0,known_controlled_v3,physical_quantity,电荷量,国际单位,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0591,请回答：《百年孤独》的首都是什么？,1,unknown_controlled_v3,book,《百年孤独》,首都,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0592,请回答：安纳布尔纳峰的所在山脉是什么？,0,known_controlled_v3,mountain,安纳布尔纳峰,所在山脉,19,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0593,请回答：《子夜》的作者是什么？,0,known_controlled_v3,book,《子夜》,作者,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0594,请回答：氢氧化钠的化学式是什么？,0,known_controlled_v3,chemical_compound,氢氧化钠,化学式,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0595,请回答：世界知识产权组织的总部所在地是什么？,0,known_controlled_v3,organization,世界知识产权组织,总部所在地,22,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0596,请回答：恒河的主要流经大洲是什么？,0,known_controlled_v3,river,恒河,主要流经大洲,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0597,请回答：墨累河的化学符号是什么？,1,unknown_controlled_v3,river,墨累河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0598,请回答：德国的作者是什么？,1,unknown_controlled_v3,country,德国,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0599,请回答：《局外人》的作者是什么？,0,known_controlled_v3,book,《局外人》,作者,16,12,Qwen/Qwen2.5-0.5B-Instruct
